,Origin (UTC),Country,Lat,Long,Depth (km),Magnitude,PDE Shaking Deaths,PDE Total Deaths,Utsu Total Deaths,EM-DAT Total Deaths,Other Source Deaths,MaxDeaths
773,22-12-06 18:21,China ,43.5,85,0,7.2 Mw ,,,285,,,285
774,04-01-07 05:19,Indonesia ,2,94.5,50,7.5 Mw ,,,400,,,400
775,14-01-07 21:36,Jamaica  ,18.2,-76.7,,6.5 Muk ,,,1000,,,1000
776,15-04-07 06:08,Mexico ,17,-100,0,7.9 Mw ,,,28,,,28
777,18-04-07 20:59,Philippines ,14,123,0,7.1 Mw ,,,2,,,2
778,21-10-07 04:23,Tajikistan  ,38,69,0,7.2 Mw ,,,15000,12000,,15000
779,11-01-08 03:35,Taiwan ,23,121.1,5,6.8 Ms ,,,2,,,2
780,28-12-08 04:20,Italy  ,38,15.5,0,7.2 Ms ,,,82000,75000,,82000
781,19-01-09 04:56,Turkey ,38.6,26.9,,5.8 Muk ,,,8,,,8
782,23-01-09,Iran  ,33,50,,7.3 Muk ,,,,,8000,8000
784,14-04-09 19:53,Taiwan ,25,122.5,5,7.1 mb ,,,9,,,9
785,23-04-09 17:39,Portugal ,38.9,-8.8,,6.6 Muk ,,,30,,,30
786,11-05-09 15:54,China ,24.4,103,,6.5 Muk ,,,19,,,19
787,03-06-09 18:40,Indonesia ,-2,101,0,7.2 Mw ,,,200,,,200
788,11-06-09,France  ,43.7,5.4,,6.2 Ms ,,,,,46,46
789,14-08-09 06:31,Japan ,35.4,136.3,5,6.7 Ms ,,,41,,,41
790,20-10-09 23:41,Pakistan ,30,68,0,7.0 Ms ,,,231,,,231
791,10-11-09 06:13,Japan ,32.3,131.1,150,7.5 mb ,,,2,,,2
792,08-01-10 14:49,China ,35,122,0,6.8 Muk ,,,1,,,1
793,18-02-10 05:09,Greece ,36,24.5,150,6.9 mb ,,,6,,,6
794,12-04-10 00:22,Japan ,25,123,200,7.6 mb ,,,20,,,20
795,24-06-10 13:27,Algeria ,36.1,3.4,33,6.4 Muk ,,,81,,,81
796,03-01-11 23:25,Kazakhstan  ,43.5,77.5,0,7.8 Mw ,,,450,,,450
797,18-02-11 18:41,Kyrgyzstan ,40,73,0,7.2 Mw ,,,90,,,90
798,18-04-11 18:14,Iran ,32,56,50,6.7 Muk ,,,700,,,700
799,07-06-11 11:02,Mexico ,17.5,-102.5,0,7.6 Mw ,,,1300,,,1300
800,15-06-11 14:26,Japan ,28,130,90,8.1 mb ,,,12,,,12
802,06-05-12 19:00,Iceland ,64,-20,0,7.0 Ms ,,,1,,,1
804,09-08-12 01:29,Turkey  ,40.5,27,0,7.6 Mw ,,,2836,923,,2836
805,19-11-12 13:55,Mexico ,19.83,-99.92,15,6.7 Ms ,,,,,164,164
807,14-06-13 09:33,Bulgaria ,43.5,25.5,0,6.8 Muk ,,,500,,,500
809,04-11-13 21:33,Peru ,-14.2,-72.9,10,6.3 Muk ,,,150,,,150
810,21-12-13 15:37,China ,24.5,102,0,7.2 Mw ,,,1314,,,1314
811,12-01-14 09:28,Japan ,31.6,130.6,5,6.7 Ms ,,,35,,,35
812,14-03-14 20:00,Japan ,39.5,140.4,5,7.0 Ms ,,,94,,,94
813,08-05-14 18:01,Italy ,37.7,15.2,,4.9 Muk ,,,69,,,69
815,25-06-14 19:07,Indonesia ,-4.5,102.5,0,7.6 Mw ,,,,20,,20
817,03-10-14 22:06,Turkey  ,37.5,32.5,0,7.1 Mw ,,,4000,,,4000
818,13-01-15 06:52,Italy  ,42,13.5,0,6.9 Ms ,,,32610,29980,,32610
819,17-03-15 18:45,Japan ,42.1,143.6,35,7.2 mb ,,,2,,,2
820,23-06-15 04:56,United States ,32.8,-115.5,,6.2 Muk ,,,6,,,6
821,07-09-15 01:20,El Salvador ,14,-89,80,7.4 mb ,,,7,,,7
822,03-12-15 02:39,China ,29.5,91.5,0,7.0 Ms ,,,170,,,170
823,28-08-16 07:27,Taiwan  ,23.9,120.5,5,7.2 MJMA ,,,16,,,16
824,14-11-16 22:31,Taiwan  ,24,121,,6.0 Muk ,,,1,,,1
825,04-01-17 16:55,Taiwan,21.9,120.9,0,6.5 Ms ,,,54,,,54
826,21-01-17 23:11,Indonesia ,-7,116,,6.6 Muk ,,,15000,,,15000
828,31-01-17 03:39,Philippines ,6,125,,6.4 Muk ,,,7,,,7
829,30-07-17 23:54,China ,29,104,0,7.3 Mw ,,,1879,1800,,1879
831,13-02-18 06:07,China  ,23.54,117.243,15,7.2 Mw ,,,,10000,,10000
832,21-04-18 22:32,United States ,33.812,-117.44,15,6.8 Muk ,,,1,,,1
833,15-08-18 12:18,Philippines ,5.653,123.563,35,8.2 Mw ,,,,100,,100
834,07-09-18 17:15,Russian Federation ,46.812,150.253,242.4,7.6 mb ,,,24,,,24
835,11-10-18 14:14,Puerto Rico  ,18.473,-67.631,35,7.3 Mw ,,,116,116,,116
837,05-06-20 04:21,Taiwan ,23.813,122.08,35,7.9 Mw ,,,5,,,5
838,04-01-20 04:22,Mexico ,19.27,-97.08,15,6.2 Ms ,,,,,1500,1500
839,20-02-20 11:45,Georgia  ,42,44.1,11,6.2 Muk ,,,130,,,130
840,07-09-20 05:55,Italy ,44.3,10.3,10,5.8 Muk ,,,171,,,171
841,16-12-20 12:05,China  ,36.601,105.317,25,8.6 Ms ,,,235502,180000,,235502
842,17-12-20 18:59,Argentina  ,-32.7,-68.4,10,6.0 Muk ,,,400,,,400
844,11-11-21 18:36,Philippines ,7.897,127.257,35,7.3 Mw ,,,600,,,600
845,26-04-22 01:11,Japan ,35.2,139.8,35,6.8 MJMA ,,,2,,,2
846,01-09-22 19:16,Taiwan ,24.506,122.04,35,7.5 Mw ,,,5,,,5
847,14-10-22 23:45,Taiwan ,24.5,122,35,6.9 MJMA ,,,6,,,6
848,11-11-22 04:32,Chile  ,-28.553,-70.755,35,8.7 Mw ,,,1000,1000,,1000
849,07-12-22 16:50,Japan ,32.7,130.1,5,6.9 MJMA ,,,26,,,26
852,24-03-23 12:40,China ,30.553,101.258,25,7.2 Mw ,,,450,5000,,5000
853,13-04-23 15:31,Russian Federation ,55.415,162.585,35,7.1 Mw ,,,18,,,18
854,25-05-23 22:21,Iran ,35.2,59.2,,5.7 Muk ,,,2219,,,2219
855,01-09-23 02:58,Japan  ,35.405,139.084,35,7.9 Muk ,,,142807,143000,105000,143000
856,09-09-23 22:03,Bangladesh ,24.943,90.32,35,7.1 Ms ,,,50,,,50
857,17-09-23 07:09,Iran ,37.2,57.7,,6.4 Muk ,,,157,,,157
858,22-09-23 20:47,Iran ,29.12,56.928,35,6.9 Muk ,,,290,,,290
859,14-12-23 10:31,Colombia ,1,-77.5,,5.3 Muk ,,,300,,,300
860,14-01-24 20:50,Japan ,35.5,139.2,5,7.3 MJMA ,,,19,,,19
861,03-03-24 08:01,Ecuador ,-1.6,-78.6,,6.9 Muk ,,,40,,,40
863,03-07-24 04:40,China ,36.632,83.903,35,7.1 Mw ,,,255,,,255
864,12-07-24 15:12,Kyrgyzstan ,40.565,73.397,25,6.8 Muk ,,,41,,,41
865,13-09-24 14:34,Turkey  ,39.864,41.876,35,6.8 Muk ,,,30,,,30
866,16-03-25 14:42,China ,25.688,100.494,25,7.0 Ms ,,,5808,5000,,5808
867,23-05-25 02:09,Japan ,35.6,134.8,5,6.8 Muk ,,,428,,,428
868,29-06-25 14:42,United States ,34.5,-119.6,,6.2 Muk ,,,13,,,13
869,14-12-25 00:00,Iran ,34.6,58.1,,5.5 Muk ,,,500,,,500
870,18-12-25 05:53,Iran ,28.5,51.2,,5.5 Muk ,,,2,,,2
872,26-06-26 19:46,Greece ,36.605,26.888,101.8,7.7 mb ,,,110,,,110
873,28-06-26 03:23,Indonesia ,-0.051,101.522,35,6.8 Muk ,,,222,,,222
874,22-10-26 19:59,Turkey  ,40.7,43.7,7,5.7 Muk ,,,370,,,370
876,07-03-27 09:27,Japan ,35.802,134.924,9.6,7.6 Ms ,,,2925,2925,,2925
877,20-03-27 00:00,China ,24.1,102,,5.0 Muk ,,,7,,,7
878,14-04-27 06:23,Argentina ,-32.477,-69.675,35,7.2 mb ,,,8,,,8
879,22-05-27 22:32,China  ,37.386,102.311,25,7.9 Ms ,,,80000,200000,,200000
880,24-08-27 18:09,Taiwan ,23.118,120.237,35,6.8 Muk ,,,11,,,11
882,31-03-28 00:29,Turkey ,38.1,27.1,,6.5 Muk ,,,170,,,170
883,09-04-28 17:34,Peru ,-13.731,-70.628,35,6.8 Ms ,,,10,,,10
884,14-04-28 09:00,Bulgaria ,42.402,25.667,15,6.8 Muk ,,,107,107,,107
885,18-04-28 19:22,Bulgaria ,42.386,25.087,15,6.8 Muk ,,,103,,,103
886,14-05-28 22:14,Peru ,-5.261,-78.559,35,7.2 Mw ,,,29,,,29
887,21-08-28 19:01,Iran ,37.3,57.9,9,5.4 Muk ,,,10,,,10
888,01-12-28 04:06,Chile ,-35.086,-71.683,35,7.7 Mw ,,,225,,,225
889,19-12-28 11:37,Philippines ,6.977,124.856,35,7.3 Mw ,,,93,,,93
891,01-05-29 15:37,Turkmenistan  ,37.957,57.693,25,7.1 Mw ,,,3257,3300,,3300
892,18-05-29 06:37,Turkey ,40.2,37.9,10,6.5 Muk ,,,64,,,64
893,30-05-29 09:43,Argentina ,-34.768,-67.598,35,6.8 Muk ,,,52,,,52
894,16-06-29 22:47,New Zealand  ,-41.831,172.292,35,7.5 Mw ,,,17,,,17
895,13-07-29 07:36,Iran ,37.5,58,57,5.8 Muk ,,,5,,,5
897,18-11-29 20:32,Saint Pierre and Miquelon  ,44.539,-56.008,15,7.3 Muk ,,,52,,,52
898,05-05-30 13:45,Burma ,17.665,96.543,35,7.2 Mw ,,,550,500,,550
899,06-05-30 22:34,Iran  ,38.152,44.685,25,7.1 Mw ,,,2514,2500,,2514
900,14-05-30 19:48,China ,26.8,103,,6.0 Muk ,,,42,,,42
901,23-07-30 00:08,Italy  ,41.05,15.367,,6.6 Muk ,,,,,1404,1404
902,30-10-30 07:13,Italy ,43.75,13.5,,6.0 Muk ,,,18,,,18
903,21-11-30 02:00,Albania ,40.5,19.5,12,6.0 Muk ,,,35,,,35
904,25-11-30 19:02,Japan ,34.977,139.103,35,6.9 Mw ,,,272,0,,272
905,02-12-30 13:29,Albania ,40.3,19.6,4,5.0 Muk ,,,25,,,25
906,03-12-30 18:51,Burma ,17.972,96.422,35,7.3 Mw ,,,22,36,,36
907,08-12-30 08:01,Taiwan ,23.2,120.6,,6.3 Muk ,,,4,,,4
908,24-12-30 06:02,Argentina ,-24.7,-66.3,30,6.0 Muk ,,,36,,,36
909,25-12-30 19:03,Japan ,35.1,133,5,7.0 Muk ,,,272,,,272
910,15-01-31 01:50,Mexico ,16.053,-96.614,35,7.8 Mw ,,,68,,,68
911,02-02-31 22:46,New Zealand  ,-39.772,176.025,35,7.7 Mw ,,,256,256,,256
912,10-02-31 06:34,Indonesia ,-5.433,102.458,35,7.1 Mw ,,,18,,,18
913,08-03-31 01:50,Kingdom of Yugoslavia ,41.337,22.666,25,6.8 Muk ,,,35,,,35
914,31-03-31 16:02,Nicaragua  ,13.2,-85.7,,5.6 Muk ,,,1000,,,1000
915,27-04-31 16:50,Armenia ,39.2,46,22,6.3 Muk ,,,390,,,390
916,07-06-31 01:30,England  ,54.08,1.5,,6.1 Muk ,,,,,1,1
917,10-08-31 21:18,China  ,46.571,89.965,35,7.9 Mw ,,,10000,,,10000
918,27-08-31 15:27,Pakistan ,29.473,67.172,35,7.1 Mw ,,,200,,,200
919,21-09-31 02:20,Japan ,36.021,139.381,35,6.8 Muk ,,,16,,,16
920,03-10-31 19:13,Solomon Islands ,-10.932,161.016,35,7.8 Mw ,,,50,,,50
921,02-11-31 10:03,Japan ,32.003,131.945,42.2,7.5 Mw ,,,1,,,1
922,03-02-32 06:16,Cuba ,19.77,-75.85,25,6.8 Muk ,,,8,,,8
923,14-03-32 22:42,Venezuela ,8.149,-71.974,35,6.8 Muk ,,,6,,,6
924,06-04-32 09:11,China ,31.4,115,15,6.0 Muk ,,,6,,,6
925,14-05-32 13:11,Indonesia ,0.258,126.169,35,8.1 Mw ,,,5,6,,6
926,21-05-32 10:10,Nicaragua ,12.364,-87.894,35,6.9 Muk ,,,10,,,10
927,03-06-32 10:36,Mexico  ,19.457,-104.146,25,7.9 Mw ,,,60,,,60
928,18-06-32 10:12,Mexico ,19.452,-103.632,54.3,7.9 Mw ,,,52,,,52
929,22-06-32 12:59,Mexico ,19.028,-104.379,25,6.9 Muk ,,,75,,,75
930,26-09-32 19:20,Greece  ,40.333,23.732,35,6.9 Muk ,,,491,,,491
931,25-12-32 02:04,China  ,39.771,96.69,25,7.6 Mw ,,,275,,,275
932,02-03-33 17:31,Japan  ,39.224,144.622,35,8.4 Muk ,,,3064,3008,,3064
933,11-03-33 01:55,United States  ,33.63,-118,,6.4 Mw ,,,,,120,120
934,23-04-33 05:57,Greece ,36.516,27.15,35,6.8 Muk ,,,74,,,74
935,24-06-33 21:54,Indonesia ,-5.522,104.434,35,7.3 Mw ,,,76,,,76
936,25-08-33 07:50,China  ,31.81,103.541,25,7.3 Mw ,,,6865,,,6865
937,28-11-33 11:09,Iran ,32.1,56,27,6.3 Muk ,,,4,,,4
938,12-01-34 13:31,China ,23.7,102.7,,6.0 Muk ,,,1,,,1
939,15-01-34 08:43,Nepal  ,26.773,86.762,35,8.1 Muk ,,,10700,6000,,10700
940,04-01-35 14:41,Turkey  ,40.5,27.5,7,6.2 Muk ,,,5,,,5
942,05-03-35 10:27,Iran ,36.3,53.3,,6.0 Muk ,,,60,,,60
943,11-04-35 23:14,Iran ,36.432,53.621,35,6.8 Muk ,,,500,,,500
944,20-04-35 22:02,Taiwan  ,24.364,120.613,35,7.1 Ms ,,,3276,3410,,3410
945,28-04-35 00:00,China ,29.4,102.3,,6.0 Muk ,,,2,,,2
946,01-05-35,Turkey  ,40.38,43.41,7,6.2 Muk ,,,,,200,200
947,30-05-35 21:32,Pakistan  ,28.894,66.176,35,8.1 Mw ,,,60000,60000,,60000
948,11-07-35 18:35,Japan ,35,138,10,6.3 Muk ,,,9,,,9
949,09-01-36 09:23,Colombia ,1.1,-77.6,,7.0 Muk ,,,250,,,250
950,07-02-36 08:56,China ,35.633,103.265,25,6.8 Muk ,,,42,,,42
952,16-05-36 07:05,China ,28.675,103.684,25,6.8 Muk ,,,550,,,550
953,01-08-36 06:24,China ,34.2,105.7,,6.0 Muk ,,,144,,,144
954,17-08-36 00:00,China ,26.6,103,,5.5 Muk ,,,30,,,30
955,23-08-36 21:12,Indonesia ,5.296,94.759,35,7.1 Ms ,,,91,9,,91
956,26-07-37 03:47,Mexico ,18.523,-95.878,35,7.2 mb ,,,34,,,34
957,31-07-37 20:35,China ,35.252,115.153,25,6.9 Muk ,,,3833,,,3833
958,20-08-37 11:59,Philippines ,14.318,121.547,35,7.3 Mw ,,,1,,,1
959,23-12-37 13:18,Mexico ,17.431,-98.287,35,7.4 Mw ,,,4,,,4
960,19-04-38 10:59,Turkey  ,39.439,34.015,35,6.8 Muk ,,,155,149,,155
961,19-05-38 17:08,Indonesia ,-0.366,119.525,49.4,7.5 Mw ,,,8,,,8
962,05-11-38 08:43,Japan ,37.009,142.045,35,7.9 Mw ,,,1,,,1
963,25-01-39 03:32,Chile  ,-36.2,-72.2,0,7.7 Mw ,,,28000,30000,,30000
964,30-04-39 02:55,Solomon Islands ,-9.295,159.234,35,7.9 Mw ,,,12,,,12
965,01-05-39 05:58,Japan ,39.839,139.969,35,7.0 Ms ,,,27,,,27
966,22-06-39 19:19,Ghana ,5.18,-0.13,13,6.4 Muk ,,,22,,,22
967,19-09-39 00:00,China ,24.4,102.5,,5.5 Muk ,,,1,,,1
968,26-12-39 23:57,Turkey  ,39.77,39.533,35,7.8 Ms ,,,32968,32962,,32968
969,06-04-40 13:43,China ,23.9,102.3,,6.0 Muk ,,,181,,,181
970,07-05-40 22:23,Georgia ,41.7,43.8,19,6.0 Muk ,,,5,,,5
971,19-05-40 04:36,United States  ,33.222,-115.697,15,6.9 Muk ,,,9,9,,9
972,24-05-40 16:33,Peru ,-11.119,-77.629,50.1,7.5 Mw ,,,250,249,,250
973,19-06-40 00:00,China ,24.4,102.5,,5.5 Muk ,,,2,,,2
974,01-08-40 15:08,Japan ,44.508,139.829,35,7.5 Mw ,,,10,,,10
975,10-11-40 01:39,Romania  ,45.773,26.655,122,7.3 mb ,,,1000,980,,1000
976,11-01-41 08:32,Yemen ,16.4,43.5,,5.9 Muk ,,,1200,,,1200
977,16-02-41 16:38,Iran ,33.5,58.6,,6.3 Muk ,,,680,,,680
978,15-04-41 19:09,Mexico ,18.677,-102.957,35,7.6 Mw ,,,90,,,90
979,05-05-41 15:18,China ,47,127.2,,6.0 Muk ,,,132,,,132
980,16-05-41 07:14,China ,23.514,99.408,25,6.9 Muk ,,,16,,,16
982,10-09-41 21:53,Turkey  ,39.5,43.3,28,6.0 Muk ,,,500,,,500
983,08-10-41 15:24,China ,31.7,102.3,,6.0 Muk ,,,139,,,139
984,12-11-41 10:04,Turkey ,39.7,39.4,70,5.9 Muk ,,,15,,,15
985,18-11-41 16:46,Japan ,32,132,0,7.7 Mw ,,,2,,,2
986,16-12-41 19:19,Taiwan  ,23.251,120.391,35,7.1 Mw ,,,357,,,357
988,01-02-42 17:30,China ,23.1,100.3,,6.8 Muk ,,,90,,,90
989,14-05-42 02:13,Ecuador ,0.012,-79.902,35,7.8 Mw ,,,200,200,,200
990,06-08-42 23:37,Guatemala ,13.78,-90.913,35,7.7 Mw ,,,38,,,38
991,24-08-42 22:50,Peru ,-14.975,-74.92,35,7.7 Mw ,,,30,,,30
992,27-08-42 06:14,Albania ,41.7,20.4,33,6.0 Muk ,,,43,,,43
993,20-12-42 14:03,Turkey  ,40.671,36.45,35,7.2 Mw ,,,3000,3000,,3000
994,20-01-43 15:32,Turkey ,40.8,30.5,,6.6 Muk ,,,285,,,285
995,22-02-43 09:20,Mexico ,17.75,-101.5,0,7.4 Mw ,,,11,,,11
996,06-04-43 16:07,Chile ,-30.75,-72,0,8.2 Mw ,,,18,,,18
997,20-06-43 15:33,Turkey  ,40.6,30.5,15,6.2 Muk ,,,336,,,336
998,23-07-43 14:53,Indonesia ,-9.5,110,90,7.6 mb ,,,213,213,,213
999,10-09-43 08:36,Japan  ,35.25,134,0,7.0 Mw ,,,1083,1083,,1083
1000,26-11-43 22:20,Turkey  ,41,34,0,7.5 Mw ,,,4020,2824,,4020
1001,02-12-43 05:08,Taiwan ,22.9,121.5,0,6.5 Ms ,,,3,,,3
1002,15-01-44 23:49,Argentina  ,-31.25,-68.75,50,7.1 Mw ,,,8000,10000,,10000
1003,01-02-44 03:22,Turkey  ,41.5,32.5,0,7.2 Mw ,,,3959,3959,,3959
1004,09-03-44 22:12,China ,44,84,0,7.1 Ms ,,,4,,,4
1005,05-04-44 00:00,Iran ,36.8,54.5,7,4.8 Muk ,,,20,,,20
1006,06-10-44 21:34,Turkey ,39.4,26.7,,6.8 Ms ,,,30,,,30
1007,07-12-44 04:35,Japan  ,33.75,136,0,8.1 Muk ,,,1251,998,,1251
1008,12-01-45 18:38,Japan  ,34.75,136.75,0,6.8 Ms ,,,2306,1961,,2306
1009,10-02-45 04:57,Japan ,41.25,142.5,50,7.1 Ms ,,,2,,,2
1010,20-03-45 07:59,Turkey ,37.4,35.8,60,6.0 Muk ,,,300,,,300
1011,13-09-45 11:17,Chile ,-33.25,-70.5,100,7.0 mb ,,,4,,,4
1012,23-09-45 15:34,China ,39.5,119,,6.3 Muk ,,,600,,,600
1013,27-11-45 21:56,Pakistan  ,24.5,63,0,8.0 Mw ,,,300,4000,,4000
1014,12-02-46 02:43,Algeria ,36,5,,6.0 Muk ,,,277,,,277
1015,21-02-46 15:43,Turkey ,38.2,31.8,60,5.6 Muk ,,,12,,,12
1016,01-04-46 12:28,United States  ,52.75,-163.5,0,7.3 Ms ,,,173,165,,173
1017,31-05-46 03:12,Turkey  ,39.3,41.2,,5.9 Muk ,,,1300,,,1300
1018,23-06-46 17:13,Canada  ,49.75,-124.5,0,7.6 Mw ,,,1,,,1
1019,02-08-46 19:18,Chile ,-26.5,-70.5,50,7.1 Ms ,,,2,,,2
1020,04-08-46 17:51,Dominican Republic  ,19.25,-69,0,7.9 Mw ,,,100,73,,100
1022,04-11-46 21:47,Turkmenistan ,39.75,54.5,0,7.1 Mw ,,,400,,,400
1023,10-11-46 17:42,Peru ,-8.5,-77.5,0,6.8 Mw ,,,1400,1400,,1400
1024,04-12-46 22:46,Taiwan  ,22.5,122.5,0,6.6 Ms ,,,74,,,74
1025,20-12-46 19:19,Japan  ,32.5,134.5,0,8.1 Muk ,,,1330,2000,,2000
1026,26-03-47 20:48,China ,25,102,,5.5 Muk ,,,4,,,4
1027,23-09-47 12:28,Iran ,33,59,0,6.8 Muk ,,,500,,,500
1028,26-09-47 16:01,Japan ,24.75,123,110,7.4 mb ,,,5,,,5
1030,01-11-47 14:58,Peru ,-10.5,-75,0,7.7 Mw ,,,233,233,,233
1031,24-01-48 17:46,Philippines ,10.5,122,0,8.1 Mw ,,,72,27,,72
1032,11-05-48 08:55,Peru ,-17.5,-70.25,70,7.4 mb ,,,4,,,4
1033,25-05-48 07:11,China ,29.5,100.5,0,7.2 Mw ,,,737,,,737
1034,28-05-48 05:36,Peru ,-13,-76.5,60,7.0 Muk ,,,4,,,4
1035,15-06-48 11:44,Japan ,33.75,135.25,0,6.9 Muk ,,,2,,,2
1036,27-06-48 00:08,China ,26.4,99.7,,6.8 Muk ,,,280,,,280
1037,28-06-48 07:13,Japan  ,36.5,136,0,7.0 Mw ,,,3769,5131,,5131
1038,30-06-48 12:21,Greece ,38.5,20.5,33,6.4 Muk ,,,6,,,6
1039,25-08-48 06:09,Argentina  ,-24.5,-65,50,6.9 Ms ,,,5,,,5
1040,05-10-48 20:12,Turkmenistan  ,37.5,58,0,7.2 Mw ,,,19800,110000,,110000
1041,08-10-48 19:01,China ,27.4,104,,5.8 Muk ,,,9,,,9
1042,04-12-48 00:22,Mexico ,22,-106.5,0,6.9 Muk ,,,4,,,4
1043,23-02-49 16:08,China ,41,83.5,0,7.3 Mw ,,,12,,,12
1044,13-04-49 19:55,United States  ,47.25,-122.5,60,6.5 Ms ,,,8,8,,8
1045,20-04-49 03:29,Chile ,-38,-73.5,70,7.1 mb ,,,57,,,57
1046,10-07-49 03:53,Tajik Soviet Socialist Republic  ,39,70.5,0,7.6 Mw ,,,12000,,,12000
1047,23-07-49 15:03,Turkey ,38.6,26.3,0,6.8 Muk ,,,7,,,7
1048,05-08-49 19:08,Ecuador  ,-1.5,-78.25,0,6.8 Muk ,,,6000,6000,,6000
1049,17-08-49 18:44,Turkey  ,39.5,40.6,0,6.8 Muk ,,,320,437,,437
1050,17-12-49 06:53,Chile  ,-54,-71,0,7.8 Mw ,,,1,,,1
1051,17-12-49 15:07,Chile ,-54,-71,0,7.8 Mw ,,,3,,,3
1052,29-12-49 03:03,Philippines ,18,121,0,7.2 Mw ,,,15,,,15
1053,21-05-50 18:37,Peru ,-13.5,-72,,6.0 Muk ,,,120,,,120
1054,19-06-50 12:36,Indonesia ,-6.25,112,0,6.8 Muk ,,,16,,,16
1055,03-08-50 22:18,Venezuela ,10.5,-68,8,6.8 Muk ,,,100,,,100
1056,15-08-50 14:09,China  ,28.5,96.5,0,8.6 Muk ,,,3300,1500,,3300
1057,09-12-50 21:38,Chile ,-23.5,-67.5,100,7.7 mb ,,,4,,,4
1058,09-07-51 00:04,Mexico ,16.1,-96.8,50,6.2 Muk ,,,1,,,1
1059,13-08-51 18:33,Turkey  ,40.8,33.4,0,6.7 Muk ,,,50,,,50
1060,21-10-51 21:34,Taiwan  ,23.75,121.5,0,7.5 Mw ,,,68,,,68
1061,24-11-51 18:50,Taiwan  ,23,122.5,0,7.3 Mw ,,,17,,,17
1062,03-01-52 06:03,Turkey  ,39.9,41.7,,6.0 Muk ,,,103,,,103
1063,04-03-52 01:22,Japan ,42.5,143,0,8.1 Mw ,,,33,30,,33
1064,11-06-52 00:31,Argentina  ,-31.581,-68.467,25,6.5 Ms ,,,5,,,5
1065,17-07-52 16:09,Japan ,34.4,135.8,64,6.8 Muk ,,,9,,,9
1066,21-07-52 11:52,United States  ,34.949,-119.046,10,7.3 Muk ,,,12,14,,14
1067,17-08-52 16:02,China ,30.797,91.648,10,7.7 Mw ,,,54,,,54
1068,22-08-52 22:41,United States ,35.333,-118.917,16,5.8 Muk ,,,2,,,2
1069,22-10-52 00:00,Turkey ,36.5,35.5,,5.0 Muk ,,,10,,,10
1071,25-01-53 19:47,Haiti ,18.4,-73.4,,5.7 Muk ,,,2,,,2
1072,12-02-53 08:15,Iran ,35.4,55.1,,6.4 Muk ,,,973,,,973
1073,18-03-53 19:06,Turkey  ,40.12,27.621,15,7.2 Mw ,,,1103,1200,,1200
1074,06-05-53 17:16,Chile ,-37.254,-72.92,68.4,7.5 mb ,,,19,,,19
1075,12-08-53 09:23,Greece  ,38.046,20.766,15,7.2 Mw ,,,800,455,,800
1076,10-09-53 04:06,Cyprus ,35,32.5,,6.5 Muk ,,,40,,,40
1077,14-09-53 00:26,Fiji  ,-18.3,178.2,33,6.8 Muk ,,,8,,,8
1078,12-12-53 17:31,Peru ,-3.597,-80.847,19,7.5 Mw ,,,7,7,,7
1079,11-02-54 00:30,China ,38.876,101.212,35,7.1 Mw ,,,47,,,47
1080,30-04-54 13:02,Greece ,39.187,22.239,25,6.8 Ms ,,,31,,,31
1081,02-07-54 02:45,Philippines ,13,123.9,0,6.8 Ms ,,,22,13,,22
1082,20-08-54 15:30,Iran ,27.5,52,,5.0 Muk ,,,1,,,1
1083,09-09-54 01:04,Algeria ,36.2,1.6,0,6.7 Ms ,,,1409,1250,,1409
1084,31-03-55 18:17,Philippines ,7.386,122.878,54.2,7.7 Mw ,,,465,400,,465
1085,14-04-55 01:29,China ,29.981,101.613,10,7.5 Mw ,,,94,39,,94
1086,15-04-55 03:40,China ,39.816,74.64,35,7.1 Mw ,,,5,,,5
1087,19-04-55 20:24,Chile ,-29.9,-71.6,0,6.9 Ms ,,,1,,,1
1088,21-04-55 07:18,Greece ,39.5,23,,6.0 Muk ,,,7,,,7
1089,16-07-55 07:07,Turkey ,37.6,27.2,0,6.8 Ms ,,,23,,,23
1090,12-09-55 06:09,Egypt ,32.2,29.6,33,6.7 Ms ,,,18,20,,20
1091,01-09-55 17:33,Costa Rica ,10,-84.5,,5.8 Muk ,,,10,,,10
1092,23-09-55 15:06,China ,26.6,101.7,0,6.9 Ms ,,,593,,,593
1093,12-01-56 05:46,Hungary ,47.5,19.3,,5.8 Muk ,,,2,,,2
1094,20-02-56 20:31,Turkey ,40,30.5,,5.8 Muk ,,,4,,,4
1095,16-03-56 19:32,Syrian Arab Republic ,35.5,35.5,,5.8 Muk ,,,148,,,148
1096,09-06-56 23:13,Afghanistan ,35.042,67.479,35,7.6 Mw ,,,350,100,,350
1097,09-07-56 03:11,Greece ,36.617,26.026,35,7.8 Mw ,,,53,,,53
1098,16-07-56 15:07,Burma ,21.969,95.802,32.1,7.1 Mw ,,,38,,,38
1099,21-07-56 15:32,India ,23,70,,6.1 Muk ,,,111,,,111
1100,29-09-56 23:20,Japan ,35.642,140.31,67,6.9 Ms ,,,1,,,1
1101,31-10-56 14:03,Iran ,27.283,54.405,35,6.8 Ms ,,,410,,,410
1102,20-02-57 04:41,Tunisia ,36.2,8.9,,5.6 Muk ,,,13,,,13
1103,23-02-57 20:26,Taiwan ,23.917,121.517,56.8,7.2 Mw ,,,7,,,7
1104,08-03-57 12:21,Greece ,39.267,22.607,10,6.9 Ms ,,,2,,,2
